Department Abbreviation,Course Name,Course Number,Credits,Recommendations,Length,NCAA Approved,Elective,Grade,Fee,Description,Notes,Fine Arts Sub-Department,CTE Sub-Department
FA,"Mexican Folkdance, Culture, and Music II",61040,1,,Year,No,Yes,"9, 10, 11, 12",$10/YR,"Mexican Folkdance, Culture and Music I provides the student with the opportunity to become aware of the history, culture, music, and geographic regions that Mexican dance encompass. The student learns basic elements of traditional Mexican, New Mexican and other folk dances. The student acquires knowledge of dance steps, choreography, music, skirt work, and costuming from the different regions of Mexico. The student is expected to participate in dance performances.",,Performing Arts,
FA,"Mexican Folkdance, Culture, and Music II",61041,1,,Year,No,Yes,"10, 11, 12",$10/YR,"Mexican Folkdance, Culture and Music I provides the student with the opportunity to become aware of the history, culture, music, and geographic regions that Mexican dance encompass. The student learns basic elements of traditional Mexican, New Mexican and other folk dances. The student acquires knowledge of dance steps, choreography, music, skirt work, and costuming from the different regions of Mexico. The student is expected to participate in dance performances.",,Performing Arts,
FA,"Mexican Folkdance, Culture, and Music III",61042,1,,Year,No,Yes,"11, 12,",$10/YR,"Mexican Folkdance, Culture and Music I provides the student with the opportunity to become aware of the history, culture, music, and geographic regions that Mexican dance encompass. The student learns basic elements of traditional Mexican, New Mexican and other folk dances. The student acquires knowledge of dance steps, choreography, music, skirt work, and costuming from the different regions of Mexico. The student is expected to participate in dance performances.",,Performing Arts,
FA,"Mexican Folkdance, Culture, and Music IV",61043,1,,Year,No,Yes,12,$10/YR,"Mexican Folkdance, Culture and Music I provides the student with the opportunity to become aware of the history, culture, music, and geographic regions that Mexican dance encompass. The student learns basic elements of traditional Mexican, New Mexican and other folk dances. The student acquires knowledge of dance steps, choreography, music, skirt work, and costuming from the different regions of Mexico. The student is expected to participate in dance performances.",,Performing Arts,
FA,Mariachi,73521,1,,Year,No,Yes,"9, 10, 11, 12","Up to, but not to exceed $100 per year","Mariachi is an ensemble designed for the study and performance of popular Latin music. The popular music of South America, Mexico, the Southwestern United States, and Latin population is included in this course offering.",This is a Zero Hour course,Performing Arts,
FA,Mariachi II,73522,1,,Year,No,Yes,"10, 11, 12","Up to, but not to exceed $100 per year","Mariachi is an ensemble designed for the study and performance of popular Latin music. The popular music of South America, Mexico, the Southwestern United States, and Latin population is included in this course offering.",This is a Zero Hour course,Performing Arts,
FA,Mariachi III,73523,1,,Year,No,Yes,"11, 12","Up to, but not to exceed $100 per year","Mariachi is an ensemble designed for the study and performance of popular Latin music. The popular music of South America, Mexico, the Southwestern United States, and Latin population is included in this course offering.",This is a Zero Hour course,Performing Arts,
FA,Mariachi IV,73524,1,,Year,No,Yes,12,"Up to, but not to exceed $100 per year","Mariachi is an ensemble designed for the study and performance of popular Latin music. The popular music of South America, Mexico, the Southwestern United States, and Latin population is included in this course offering.",This is a Zero Hour course,Performing Arts,
FA,Drama I,75019,1,N/A,Year,No,Yes,"9, 10, 11, 12",,,The student is required to participate in regularly scheduled performances and rehearsals during and outside of the school day.,Performing Arts,
FA,Drama II,75020,1,"Successful Completion of Drama I with an Audition
",Year,No,Yes,"10, 11, 12",,"Drama II is a full year performance based course that serves as an intermediate acting and introduction to directing theater arts class. This course refines introductory acting skills and introduces basic directing skills. There is emphasis on potential career development in theater and related professions. The student continues to study principles and techniques in acting, musical theater, staging, voice and dictation, pantomime, improvisation, and oral interpretation. He/She continues to explore stage makeup, stage lighting, and technical production techniques. The student participates and takes a more active role in regularly scheduled performances during and outside of the school day in appropriate performance attire. Literacy is integrated throughout the course.",The student is required to participate in regularly scheduled performances and rehearsals during and outside of the school day.,Performing Arts,
FA,Drama III,75030,1,Successful Completion of Drama II and/or Audition,Year,No,Yes,"11, 12",,"Drama III is a full year performance based course that serves as an advanced acting and directing theater arts class. This course expands on acting skills and directing skills. There is emphasis placed on potential career development in theater and related professions. The student studies acting by developing, communicating, and sustaining characters in improvisations and informal or formal productions. The student continues to study principles and techniques in acting, musical theater, staging, voice and diction, and oral interpretation. The student also studies directing techniques of organization, style, genre/period, productions schedules, script and character analysis, production values, and rehearsal techniques. The student participates and is expected to take a more active role in regularly scheduled performances during and outside of the school day in appropriate performance attire. Literacy is integrated throughout the course. ",The student is required to participate in regularly scheduled performances and rehearsals during and outside of the school day. Instructor signature required.,Performing Arts,
FA,Theater Production,75025,1,Drama I-II and/or Stagecraft I,Year,No,Yes,"10, 11, 12",,"Theater Production I is a full year performance arts course involving advanced acting, playwriting, directing, and technical theater. Study and evaluation of dramatic literature, critique and observation as well as stage management, theater business, and law and management is required. The student participates in regularly scheduled performances, rehearsals, and work calls during and outside of the school day in appropriate performance attire. Literacy is integrated throughout the course.","Requires audition and recommendation of the instructor. The student must have earned a minimum of a ""C"" in Drama I and II. The student is required to participate in regularly scheduled performances and rehearsals during and outside of the school day. ",Performing Arts,
FA,Advanced Theater Production,75026,1,"Theatre Production, Preferably With a ""C"" or Better, or Instructor Signature ",Year,No,Yes,"11, 12",,"Advanced Theater Production I is a full-year, performance arts course involving advanced  acting, playwriting, directing and technical theatre. This course covers the study and evaluation of dramatic  literature, critique and observation as well as stage management, theatre business. The student participates in  regularly scheduled performances, rehearsals, work calls during and outside of the school day in appropriate  performance attire. Literacy is integrated throughout the course."," Requires audition and recommendation of the instructor. The student must have earned a minimum of a ""C' in Drama I and II. The student is required to participate in regularly scheduled performances and rehearsals during and outside of the school day. Instructor signature required.",Performing Arts,
FA,Stagecraft I,75015,1,N/A,Year,No,Yes,"9, 10, 11, 12",,"Stagecraft I addresses the analysis, planning, and practical application of stagecraft. Stagecraft I includes all aspects of theater except acting. The student defines fundamental stage terms, learns basic stock scenery construction, basic scene painting techniques, basic stage lighting, works with basic sound equipment, learns basic costume terminology and basic make-up technique. He/She is required to perform various technical projects and learn techniques through problem-solving and workshop procedure.
Emphasis is placed on shop safety, the proper handling of tools and materials, and backstage etiquette. The student also learns the application of technical skills and their relationship to theatrical and other trade careers. Literacy is integrated throughout the course. 
",,Performing Arts,
FA,Stagecraft II,75016,1,Successful Completion of Stagecraft I,Year,No,Yes,"10, 11, 12",,"Stagecraft II is a more in-depth analysis, planning, and practical application of stagecraft. Stagecraft II includes all aspects of theater except acting. The student is required to perform various technical projects and learn techniques through actual design and production of specific plays. The student is expected to take a leadership role as a crew chief, committee head, and to supervise crews for various productions. He/She applies fundamental stage terms, maintains and upkeeps stock scenery, uses advanced painting techniques, maintains stage lighting and sound equipment, and applies costume and make-up techniques to specific performances. Emphasis is placed on shop safety, the proper handling of tools and materials, and backstage etiquette. The student also learns the application of technical skills and their relationship to theatrical and other trade careers. Literacy is integrated throughout the course. ",,Performing Arts,
FA,Stagecraft III,75017,1," Successful Completion of Stagecraft II Course Length: Year Dept: CTE – Trades & Services in cooperation with performing arts, course supports the drama/theater program",Year,No,Yes,"11, 12, 26",,"Stagecraft III is concerned with the advanced analysis, planning and practical application of  specific play production. Emphasis is placed on individual development of technical skills and their relationship to  theatrical and other trade careers. Advanced students will act as tutors to beginning students in all aspects of the  class. Stagecraft II includes all aspects of theatre except acting. Literacy is integrated throughout the course.",,Performing Arts,
FA,Stagecraft IIV,75018,1," Successful Completion of Stagecraft II Course Length: Year Dept: CTE – Trades & Services in cooperation with performing arts, course supports the drama/theater program",Year,No,Yes,12,,"Stagecraft III is concerned with the advanced analysis, planning and practical application of  specific play production. Emphasis is placed on individual development of technical skills and their relationship to  theatrical and other trade careers. Advanced students will act as tutors to beginning students in all aspects of the  class. Stagecraft II includes all aspects of theatre except acting. Literacy is integrated throughout the course.",,Performing Arts,
FA,AP Music Theory,72533,1,Successful completion of two years of a music course or audition with the instructor.,Year,No,Yes,"10, 11, 12",,"AP Music Theory is a college music course introducing the first-year student to musicianship, theory, musical materials, and procedures. This course incorporates a variety of titles: Basic Musicianship, Elementary Theory, Harmony, and Diction, Structure of Music. AP Music Theory emphasizes one aspect of music, such as harmony and integrates aspects of melody, harmony, texture, rhythm, form, musical analysis, elementary composition, and history and style. Musicianship skills such as dictation and other listening skills, sight-singing, and keyboard harmony are considered an important part of the theory course. The student’s ability to read and write musical notation is fundamental to this course. It is recommended that the student have acquired at least basic performance skills in voice or on an instrument for two years prior to taking this course. The goal of an AP Music Theory course is to develop a student’s ability to recognize, understand, and describe the basic materials and processes of music that are heard or presented in a score. Literacy is integrated throughout the course. Special Requirements: The course reflects skills required in the area of AP Music Theory as designed by the AP Curriculum. Student success in AP requires the following: counseling advice, student commitment, teacher expertise, and administrative support. It is strongly recommended, but not required, that the student take the AP Music Theory exam at the end of the second semester. The student incurs this fee. 
",,Performing Arts,
GEN,Capstone,53111,1,N/A,Year,No,Yes,"11, 12",,"In this year-long class, students will develop a variety of skills including how to conduct research, as well as critical thinking skills, resilience, problem-solving, time-management, integrity, positionality, identifying bias, community-mindedness, communication, and collaboration. Most importantly, students will develop the habits of self-directed learning. The capstone project is an exhibition of what a student can do when they apply knowledge in a particular area. Students may choose a topic, problem, service, community need, creation, performance piece, hypothesis, investigation or written document to develop as the capstone product. Some potential projects may be building a guitar after researching various models, engaging the community in a development project, working with the legislators to write potential legislation, writing and producing a [podcast series or short film, or constructing an engine from scratch.",,,
GEN,IGNITE,80459,0.5,N/A,Semester,No,Yes,9,,"IGNITE is a dynamic freshman course designed to spark students’ potential as they begin their high school journey. Through hands-on activities, personal reflections, and collaborative projects, students will develop essential life and communication skills that prepare them for success in school, in their careers, and beyond. Content focuses on Inspiring confidence, fostering Growth, Navigating goals, encouraging Innovation, developing Teamwork skills, and creating real-world Experiences. By the end of the course, students will be ready to take charge of their futures with purpose and passion.",,,
GEN,AVID 9,55509,1,N/A,Year,No,Yes,9,,"The AVID I course program is a basic course designed to increase school wide learning and performance for students in grades 9 through 11. The AVID I student is introduced to a program that restructures the teaching methods of an entire school and opens access to the curricula that ensures four-year college eligibility for almost all students. The mission of AVID I is to ensure that the student, and most especially the least served student in the middle, is capable of completing a college preparatory path: succeeds in a rigorous curriculum, enters mainstream activities of the school, increases his/her enrollment in four-year colleges, and becomes an educated and responsible participant and leader in a democratic society. See Course Catalog",,,
GEN,AVID 10,55510,1,N/A,Year,No,Yes,10,,"In the AVID II course, the student continues to study a program designed to increase school wide learning and performance for students in grades 7 through 12. The AVID II student is involved in a program that restructures the teaching methods of an entire school and opens access to the curricula that ensures four-year college eligibility for almost all students.  See  Course Catalog",,,
GEN,AVID 11,55511,1,N/A,Year,No,Yes,11,,"The 11th grade AVID III course is designed for student completion in the AVID elective during his/her junior and senior years. The mission of AVID is to ensure that the student, and most especially the least served student in the middle, is capable of completing a college preparatory path: succeeds in a rigorous curriculum, enters mainstream activities of the school, increases his/her enrollment in four-year colleges by taking the ACT and/or the SAT, and becomes an educated and responsible participant and leader in a democratic society. See Course Catalog",,,
GEN,AVID 12,55512,1,N/A,Year,No,Yes,12,,"The 12th grade AVID IV course is designed for student completion in the AVID elective during his/her senior years. The mission of AVID is to ensure that the student, and most especially the least served student in the middle, is capable of completing a college preparatory path: succeeds in a rigorous curriculum, enters mainstream activities of the school, increases his/her enrollment in four-year colleges 
by taking the ACT and/or the SAT, and becomes an educated and responsible participant and leader in a democratic society. 
",,,
GEN,Peer Turoting,54010,0.5,N/A,Semester,No,Yes,"11, 12",,"This course empowers students to serve as academic mentors and leaders within the school community. Peer Tutoring provides students with the training and skills needed to support fellow classmates in a variety of subjects through one-on-one and small group tutoring. Tutors will develop communication, leadership, collaboration, and problem-solving skills while reinforcing their own understanding of academic material. Students will learn effective tutoring techniques, strategies for promoting learning independence, and methods for creating a positive and supportive learning environment.",Students will be required to fill out an application to become a Peer Tutor. Part of the application process will be a verification of grades earned in the subject the student will be tutoring in as well as collection of feedback from prior teachers in the subject.,,
GEN,Student Leadership I,92301,1,N/A,Year,No,Yes,"9, 10, 11, 12",,,,,
GEN,Student Leadership II,92302,1,Successful completion of Student Leadership I,Year,No,Yes,"10, 11, 12",,"Tutors will work closely with teachers to assist during class periods, offering academic support to peers, helping clarify concepts, and encouraging academic confidence. Throughout the course, students will reflect on their tutoring experiences, engage in professional skill-building activities, and contribute meaningfully to the overall learning culture of the school. Peer Tutoring is an excellent opportunity for students who are passionate about helping others, building relationships, and strengthening their own academic and interpersonal skills.",Class meets as a Zero Hour. Time outside the school day is required.,,
GEN,Student Leadership III,92303,1,Successful completion of Student Leadership II,Year,No,Yes,"11, 12",,,Class meets as a Zero Hour. Time outside the school day is required.,,
GEN,Student Leadership IV,92304,1,Successful completion of Student Leadership III,Year,No,Yes,12,,"Student Leadership IV provides the student with the opportunity to assume responsibility for and the use of his/her skills in student leadership. The student performs appropriate leadership standards acquired in Student Leadership I, II, and III by serving as a role model and trainer for students enrolled in Student Leadership I, II, and III. The student applies parliamentary procedure, principles of representative government, and the dynamics of student leadership. The course provides a hands-on laboratory for the implementation and evaluation of communication critical thinking skills in the context of representative student government.",Class meets as a Zero Hour. Time outside the school day is required.,,
GEN,Student Aide,53006,1,N/A,Year,No,Yes,"10, 11, 12",,"Student Aide provides the student with the opportunity to work in one of several campus offices (i.e., front, attendance, guidance, athletic offices, in the library, or with individual teachers). The student assists the appropriate professionals with their duties. The student develops good communication and interpersonal skills and demonstrates workplace skills. Daily attendance is required. A final examination is mandatory. ","A 2.5 cumulative GPA, or higher, and excellent attendance is required. Registration for this course is done by appointment only. The student may receive only one Student Aide elective credit towards graduation.",,
GEN,ESports:Exploring Careers ,5011,1,N/A,Year,No,Yes,"9, 10, 11, 12",,"Students participating in this course will learn about all aspects of esports as an industry and the many opportunities for participation in colleges and careers. This innovative course is founded on the concept promoted by John Demery about experiential learning. Students will be immersed in experience where they will develop skills used in the esports industry and apply them for real world authentic proposals. In the process, they will maintain an electronic portfolio (ePortfolio) containing artifacts and documented experiences that they can use for applications to college and career opportunities.","Students will have experiences meeting with colleges and employers in the world of esports and gaming. Equipment includes: access to computers, game consoles, and other digital devices and resources.",,
GEN,ESports:Exploring Careers II ,5012,1,N/A,Year,No,Yes,"10, 11, 12",,"Students participating in this course will learn about all aspects of esports as an industry and the many opportunities for participation in colleges and careers. This innovative course is founded on the concept promoted by John Demery about experiential learning. Students will be immersed in experience where they will develop skills used in the esports industry and apply them for real world authentic proposals. In the process, they will maintain an electronic portfolio (ePortfolio) containing artifacts and documented experiences that they can use for applications to college and career opportunities.","Students will have experiences meeting with colleges and employers in the world of esports and gaming. Equipment includes: access to computers, game consoles, and other digital devices and resources.",,
GEN,ESports:Exploring Careers III,5013,1,N/A,Year,No,Yes,"11, 12",,"Students participating in this course will learn about all aspects of esports as an industry and the many opportunities for participation in colleges and careers. This innovative course is founded on the concept promoted by John Demery about experiential learning. Students will be immersed in experience where they will develop skills used in the esports industry and apply them for real world authentic proposals. In the process, they will maintain an electronic portfolio (ePortfolio) containing artifacts and documented experiences that they can use for applications to college and career opportunities.","Students will have experiences meeting with colleges and employers in the world of esports and gaming. Equipment includes: access to computers, game consoles, and other digital devices and resources.",,
GEN,Defensive Driving,53020,0.5,N/A,Semester,No,Yes,"10, 11, 12",,"Defensive Driving is designed for students who have not yet applied for a New Mexico driver’s license. The course is classroom experience only and provides students with the knowledge to become safe drivers on America’s roadways. The student examines the topics of legal obligations and responsibility, rules of the road and traffic procedures, safe driving strategies and practices, and the physical and mental factors affecting the driver’s capability (including alcohol and other drugs). Successful completion of the course qualifies the student for a certificate required by the state for all first-time applicants for a New Mexico driver’s license.",Students must be 15 years of age or turn 15 years of age by the last official day of this semester course. This course may be taught before. This clas is a Zero Hour class,,
GEN,Community Service,53010,1,N/A,Year,No,Yes,"10, 11, 12",,,,,
JROTC,Army JROTC LET I,09601,1,N/A,Year,No,Yes,"9, 10, 11, 12",$25/YR," Army JROTC LET I  is a co-ed ROTC program that focuses on the development of better citizens by building skills in leadership, citizenship, life success, geography, and wellness, in a structured interactive environment. The program is one of the Army’s contributions to assist America’s youth to become successful students and productive adults, while fostering a more constructive and disciplined learning environment. The program places emphasis on drone operations, service learning, community service, and teen anti-drug efforts. Areas of study include, but are not limited to, leadership, academics, communications skills, health and physical fitness, drill and ceremony, and post-secondary educational and career exploration. Literacy strategies are integrated throughout the curriculum.
"," If a student fails at any level of the program, they will not be able to continue. The student must comply with Army grooming standards and uniform requirements. Failure to do so may be cause for failure/disenrollment. The student must be capable of participating in a program of physical fitness and military drill within personal limitations. The intent is NOT to cover every standard listed in this framework in one year, but to cover them over a four-year period. Successful completion of LET I and LET II (During Freshmen and Sophomore years only) will satisfy the New Mexico requirements for Physical Education.
",,
JROTC,Army JROTC LET II,09602,1,N/A,Year,No,Yes,"10, 11, 12",$25/YR," Army JROTC LET I  is a co-ed ROTC program that focuses on the development of better citizens by building skills in leadership, citizenship, life success, geography, and wellness, in a structured interactive environment. The program is one of the Army’s contributions to assist America’s youth to become successful students and productive adults, while fostering a more constructive and disciplined learning environment. The program places emphasis on drone operations, service learning, community service, and teen anti-drug efforts. Areas of study include, but are not limited to, leadership, academics, communications skills, health and physical fitness, drill and ceremony, and post-secondary educational and career exploration. Literacy strategies are integrated throughout the curriculum.
"," If a student fails at any level of the program, they will not be able to continue. The student must comply with Army grooming standards and uniform requirements. Failure to do so may be cause for failure/disenrollment. The student must be capable of participating in a program of physical fitness and military drill within personal limitations. The intent is NOT to cover every standard listed in this framework in one year, but to cover them over a four-year period. Successful completion of LET I and LET II (During Freshmen and Sophomore years only) will satisfy the New Mexico requirements for Physical Education.
",,
JROTC,Army JROTC LET III,09603,1,N/A,Year,No,Yes,"11, 12, 26",$25/YR," Army JROTC LET I  is a co-ed ROTC program that focuses on the development of better citizens by building skills in leadership, citizenship, life success, geography, and wellness, in a structured interactive environment. The program is one of the Army’s contributions to assist America’s youth to become successful students and productive adults, while fostering a more constructive and disciplined learning environment. The program places emphasis on drone operations, service learning, community service, and teen anti-drug efforts. Areas of study include, but are not limited to, leadership, academics, communications skills, health and physical fitness, drill and ceremony, and post-secondary educational and career exploration. Literacy strategies are integrated throughout the curriculum.
"," If a student fails at any level of the program, they will not be able to continue. The student must comply with Army grooming standards and uniform requirements. Failure to do so may be cause for failure/disenrollment. The student must be capable of participating in a program of physical fitness and military drill within personal limitations. The intent is NOT to cover every standard listed in this framework in one year, but to cover them over a four-year period. Successful completion of LET I and LET II (During Freshmen and Sophomore years only) will satisfy the New Mexico requirements for Physical Education.
",,
JROTC,Army JROTC LET IV,09604,1,N/A,Year,No,Yes,12,$25/YR," Army JROTC LET I  is a co-ed ROTC program that focuses on the development of better citizens by building skills in leadership, citizenship, life success, geography, and wellness, in a structured interactive environment. The program is one of the Army’s contributions to assist America’s youth to become successful students and productive adults, while fostering a more constructive and disciplined learning environment. The program places emphasis on drone operations, service learning, community service, and teen anti-drug efforts. Areas of study include, but are not limited to, leadership, academics, communications skills, health and physical fitness, drill and ceremony, and post-secondary educational and career exploration. Literacy strategies are integrated throughout the curriculum.
"," If a student fails at any level of the program, they will not be able to continue. The student must comply with Army grooming standards and uniform requirements. Failure to do so may be cause for failure/disenrollment. The student must be capable of participating in a program of physical fitness and military drill within personal limitations. The intent is NOT to cover every standard listed in this framework in one year, but to cover them over a four-year period. Successful completion of LET I and LET II (During Freshmen and Sophomore years only) will satisfy the New Mexico requirements for Physical Education.
",,
JROTC,Military Skills I,09901,1,"Must be concurrently enrolled in AFJROTC Aerospace Ed I, II, III, or IV",Year,No,Yes,"9, 10, 11, 12",$25/YR,"Military Skills I introduce the cadet to fundamental skills necessary to compete against other cadets of the same or different services in competitions (e.g. drill, air rifle, color guard, and physical fitness) and/or public performances throughout the year. The student gains communication and leadership skills. Areas of emphasis include, but are not limited to, marksmanship, drill and ceremony, color guard, physical fitness, and career exploration.","Cadets are required to enroll as a member of a competition team. This class is an after school 8th period
",,
JROTC,Military Skills II,09902,1,"Must be concurrently enrolled in AFJROTC Aerospace Ed II, III, or IV.",Year,No,Yes,"10, 11, 12",$25/YR,"Military Skills II builds on the fundamental skills necessary to compete against other cadets of the same or different services in competitions (e.g. drill, air rifle, color guard, physical fitness) and/or public performances throughout the year. The cadet enhances his/her communication and leadership skills by filling entry level leadership positions. Areas of emphasis include but are not limited to, marksmanship, drill and ceremony, color guard, physical fitness, and career exploration.","Cadets are required to enroll as a member of a competition team. This class is an after school 8th period
",,
JROTC,Military Skills III,09903,1,Must be concurrently enrolled in AFJROTC Aerospace Ed III or IV.,Year,No,Yes,"11, 12",$25/YR,"Military Skills III the cadet acquires and applies higher level skills necessary to compete against the cadets of the same or different services in competitions (e.g. drill, air rifle, color guard, physical fitness) and/or public performances throughout the year. The cadet employs leadership skills and techniques by assisting, instructing, and supervising Level I and II cadets. Areas of emphasis include, but are not limited to, marksmanship, drill and ceremony, color guard, physical fitness, and career exploration.
","Cadets are required to enroll as a member of a competition team. This class is an after school 8th period
",,
JROTC,Military Skills IV,09904,1,Must be concurrently enrolled in AFJROTC Aerospace Ed IV,Year,No,Yes,12,$25/YR," In Military Skills IV the cadet leads a team to compete against other cadets of the same or different services in competitions (e.g. drill, air rifle, color guard, physical fitness) and/or public performances throughout the year. The cadet employs leadership skills and techniques by assisting, instructing, and supervising Level I, II, and III cadets. Areas of emphasis include, but are not limited to, marksmanship, drill and ceremony, color guard, physical fitness, and career exploration.
","Cadets are required to enroll as a member of a competition team. This class is an after school 8th period
",,
JROTC,Survival I,09907,1,Successful Completion of LET I,Year,No,Yes,"10, 11, 12",$25/YR,"JROTC Survival I focuses on two components: survival and leadership education. In the survival component the student examines and demonstrates theory of survival, navigation, and orienteering skills. In the leadership education component, the student examines and applies leadership qualities, traits, principles, and practices. Literacy skills are integrated throughout the course.","All students must comply with grooming standards and uniform requirements. Failure  to do so may be cause for failure/disenrollment. The student must be capable of participating in a  program of physical fitness and military drill within personal limitations. The student must be  concurrently enrolling in a second JROTC course (e.g., AFJROTC Aerospace Ed II, III, or IV). It is highly  recommended that he/she not take more than two JROTC courses within a school year. ",,
JROTC,Survival II,09908,1,Successful Completion of LET I,Year,No,Yes,"11, 12",$25/YR,"JROTC Survival II continues to focus on the two components introduced in Survival I. In the survival component, the student masters the skills of wilderness survival in the areas of emergency medicine, search management, and rescue operations. In the leadership","All students must comply with grooming standards and uniform requirements. Failure  to do so may be cause for failure/disenrollment. The student must be capable of participating in a  program of physical fitness and military drill within personal limitations. The student must be  concurrently enrolling in a second JROTC course (e.g., AFJROTC Aerospace Ed II, III, or IV). It is highly  recommended that he/she not take more than two JROTC courses within a school year. ",,
HEALTH,Community Health,48110,1,Health I,Year,No,Yes,"10,11,12",,"Community Health is a year-long, student-centered course that integrates the principles of self-directed and community-based learning with New Mexico Health and other state and national standards. This innovative program empowers 11th and 12th grade students to develop critical health literacy skills while pursuing student-led, passion-driven projects that address real community health needs. Students will develop a variety of skills including how to conduct research, as well as critical thinking skills, resilience, problem-solving, time -management, professionalism, identifying bias, community-mindedness, communication, and collaboration. Throughout the course, students will strengthen their literacy skills (reading, writing, speaking, viewing, and research) and gain an introduction to various pathways within the Health Science and Human Services Career Clusters.",,,
HEALTH,Emotional Health & Stress Management,48100,1,Health I,Year,No,Yes,"9,10,11,12",,"This year-long, skill-based health course guides students through the interconnected disciplines of emotional health and stress management. The curriculum takes an experiential and self-reflective approach, blending foundational psychological theory with proven physiological and practical strategies to promote lifelong wellness.",,,
HEALTH,Nutrition,83359,1,Health I,Year,No,Yes,"9,10,11,12",,"Nutrition covers the major components of what a student needs to know to maintain a healthy well being. The main focus areas are, but not limited to, factors that influence nutrition and wellness, categories and functions of nutrients, wellness needs of families and individuals, preparation/safety and sanitation, and science and technology. Careers in nutrition are explored. Nutrition labs help facilitate learning throughout the course. Literacy strategies are integrated throughout the curriculum.",,,
MATH,AP Computer Science Principles,,1,"Algebra I, Geometry, Algebra II",Year,Yes,Yes,"11, 12",,"The AP Computer Science Principles course is designed to be equivalent to a first-semester introductory college computing course. In this course, students will develop computational thinking skills vital for success across all disciplines, such as using computational tools to analyze and study data and working with large data sets to analyze, visualize, and draw conclusions from trends. The course engages students in the creative aspects of the field by allowing them to develop computational artifacts based on their interests. Students will also develop effective communication and collaboration skills by working individually and collaboratively to solve problems, and will discuss and write about the impacts these solutions could have on their community, society, and the world. ",This course carries a weighted grade. Must  have taken Algebra II in order to count as 4th year math otherwise it counts as an elective credit.,,
MATH,AP Computer Science A,65511,1,"Algebra I, Geometry, Algebra II",Year,Yes,Yes,"11, 12",,"AP Computer Science A is an introductory course equivalent of a first-semester college-level course in computer science. The course emphasizes object-oriented programming methodology with a concentration on problem solving through the design and implementation of appropriate algorithms and data structures. In the course, the student is expected to code fluently in an object-oriented paradigm using the programming language Java. The student is expected to be familiar with and be able to use standard Java library classes from the AP Java subset. In addition, the student should be able to read and understand a large program consisting of several classes and interacting objects as well as read and understand a description of the design and development process leading to such a program. Also emphasized throughout the course is the ability to recognize ethical and social implications of computer use.",This course carries a weighted grade. Must have  taken Algebra II in order to count as 4th year math otherwise it counts as an elective credit.,,
MATH,Financial Literacy,38011,1,Successful Completion of Algebra I and Geometry,Year,No,No,"11, 12",,"Financial Literacy as a mathematics course satisfies the fourth-year mathematics  requirement and is designed to apply algebra, geometry, and consumer topics to real life. The student gains  an understanding of finance in mathematical terms and gains confidence in his/her ability to manage money  as it pertains to his/her personal life. Topics include, but are not limited to, saving and investing, banking and  other financial services, credit and debt, income taxes, insurance and risk management, money management,  and planning for retirement. The student acquires the consumer skills necessary to function productively  and responsibly as he/she embarks on a new life that prepares him/her for a career, post graduate studies,  the world of work, and independent living. Literacy strategies are integrated throughout the curriculum. ","This is the same course as 38012DE, Financial Literacy, but the content is delivered in a traditional manner. Students will have a textbook. ",,
MATH,Probability and Statistics,38023,1,Successful Completion of Algebra II or Equivalent,Year,Yes,No,"11, 12",,"Probability and Statistics presents basic concepts and techniques for collecting,  summarizing and analyzing data, drawing conclusions, and making predictions. Applications may be drawn  from a wide variety of disciplines ranging from the social sciences of psychology and sociology to education,  allied health fields, business, economics, engineering, the humanities, the physical sciences, journalism,  communications, and liberal arts. The student is able to design an experiment, collect appropriate data, select  and use statistical techniques to analyze the data, and develop and evaluate inferences based on the data.  Students will use manipulatives, graphing calculators and computer applications to develop concepts, help the  student develop and attach meaning to abstract ideas. The skills and knowledge gained through this course  can be applied to any career cluster as they are life skills that can ensure a student’s success in daily activities  that require crucial decisions that affect them personally.",,,
MATH,AP Statistics,38022,1,Successful Completion of Algebra II,Year,Yes,No,"11, 12",,"Advanced Placement Statistics introduces the student to the major concepts and tools  for collecting, analyzing, and drawing conclusions from data using these four broad themes: 
1. Exploration: Observing patterns and departure from patterns 
2. Study design 
3. Producing models using probability theory and simulation 
4. Statistical inference 
This course uses an interactive data collection approach using the text and lessons as resources and  addresses the standards presented by the National Council of Teachers of Mathematics (NCTM). The student applies their knowledge of algebra and geometry to linear transformation of data, conducting surveys, and  analyzing the results. The student builds their own studies using both proper and improper data analysis  techniques, critiques studies conducted by other students and entities, and makes suggested improvements. ","It is not required, but strongly recommended, that the student purchase a graphing  calculator. The Advanced Placement Statistics course is a basic introduction to statistics. The AP title is  an indication that the course may be preparation for the AP exam but taking the exam is wholly  optional. This course carries a weighted grade. ",,
MATH,Pre-Calculus Honors,38050,1,Successful Completion of Algebra II or Geometry I Honors,Year,Yes,No,"11, 12",,"In Pre-calculus the student applies advanced algebraic concepts and problem-solving techniques, with and without technology, to find the solution of polynomial equations and inequalities. Areas  of study are linear, quadratic, polynomial, rational, exponential, and logarithmic functions and their graphs,  systems of equations and inequalities, technical literacy, trigonometry using rectangular and polar graphs,  conic sections, sequences and series, probability and statistics, and limits. The student uses reasoning skills  to investigate application models.",This course requires student access to a graphing calculator. This course carries a weighted grade.,,
